search,id,arxiv_url,topic,arxiv_title,github_URL,Star,has_installation,h1,h2,h3,h4,h5,h6,text,method_type,time_accessed,comments Annotator 1,
bio.tools.updated.latest,https://bio.tools/qcxms,,,,https://github.com/qcxms/QCxMS,35,TRUE,,,Binary,,,,"**Installation**

### Binary 

Statically linked binaries (Intel Compiler 21.3.0) can be found at the [latest release page](https://github.com/qcxms/QCxMS/releases/latest).

Untar the zipped archive:

```bash
tar -xvzf QCxMS.vX.X.tar.xz
```

The following files are being extracted: `qcxms` `pqcxms` `q-batch` `getres` `.XTBPARAM` `EXAMPLE`

Place the executables into your ``$HOME/bin/`` directory or path. Place the `.XTBPARAM` folder and `.mass_raw.arg` file into your `$HOME` directory (these files can appear to be hidden). 

### Conda

[![Conda Version](https://img.shields.io/conda/vn/conda-forge/qcxms.svg)](https://anaconda.org/conda-forge/qcxms)

Installing `qcxms` from the `conda-forge` channel can be achieved by adding `conda-forge` to your channels with:

```
conda config --add channels conda-forge
```

Once the `conda-forge` channel has been enabled, `qcxms` can be installed with:

```
conda install qcxms
```

It is possible to list all of the versions of `qcxms` available on your platform with:

```
conda search qcxms --channel conda-forge
```


### Meson

Using [meson](https://mesonbuild.com/) as build system requires you to install a fairly new version like 0.57.2 or newer.
To use the default backend of meson you have to install [ninja](https://ninja-build.org/) version 1.10 or newer.

```bash
export FC=ifort CC=icc
meson setup build -Dfortran_link_args=-static
ninja -C build 
```

This will build a static linked binary in the ``build`` folder. Copy the binary from ``build/qcxms`` file into a directory in your path, e.g. ``~/bin/``.",binary,,,
bio.tools.updated.latest,https://bio.tools/qcxms,,,,https://github.com/qcxms/QCxMS,35,TRUE,,,Conda,,,,,package_manager,,"cmake should be package manager or build system?
    Build systems/tools manage your compilation requirements.
    Package managers/tools manager your library requirements.
    A build tool may have integrated package management.",
bio.tools.updated.latest,https://bio.tools/qcxms,,,,https://github.com/qcxms/QCxMS,35,TRUE,,,Meson,,,,,build_system,,,
bio.tools.updated.latest,https://bio.tools/xtb_molecular_optimization,,,,https://github.com/grimme-lab/xtb,568,TRUE,,Installation,Meson,Compiling with meson on macOS,,,,build_system,,,
bio.tools.updated.latest,https://bio.tools/xtb_molecular_optimization,,,,https://github.com/grimme-lab/xtb,568,TRUE,,Installation,Cmake,,,,,build_system,,,
bio.tools.updated.latest,https://bio.tools/xtb_molecular_optimization,,,,https://github.com/grimme-lab/xtb,568,TRUE,,Installation,Conda,,,,,package_manager,,,
bio.tools.updated.latest,https://bio.tools/msigen,,,,https://github.com/LabLaskin/MSIGen,1,TRUE,,Installation on Windows,,,,,"Using Anaconda (https://www.anaconda.com/download), create a new environment titled ""MSIGen"" with python >=3.9 and <3.12 and activate it. Then, MSIGen can be installed using the pip package manager.

Run the following in Anaconda Prompt one line at a time:
```
conda create --name MSIGen python=3.11 -y
conda activate MSIGen
pip install MSIGen
```",package_manager,,,
bio.tools.updated.latest,https://bio.tools/msigen,,,,https://github.com/LabLaskin/MSIGen,1,TRUE,,,For GUI tool,,,,,,,,
bio.tools.updated.latest,https://bio.tools/msigen,,,,https://github.com/LabLaskin/MSIGen,1,TRUE,,,For Juper Notebook Tool,,,,,,,,
bio.tools.updated.latest,https://bio.tools/msigen,,,,https://github.com/LabLaskin/MSIGen,1,TRUE,,,Command Line Interface,,,,,,,,
bio.tools.updated.latest,https://bio.tools/scGraph2Vec,,,,https://github.com/LPH-BIG/scGraph2Vec,0,TRUE,Installation,,,,,,"```
conda create -n scgraph2vec python=3.7
source activate scgraph2vec
git clone https://github.com/LPH-BIG/scGraph2Vec
```",source,,,
bio.tools.updated.latest,https://bio.tools/AluMine,,,,https://github.com/bioinfo-ut/AluMine,,FALSE,,,,,,,,,,,
bio.tools.updated.latest,https://bio.tools/ecti_atopic_dermatitis,,,,https://github.com/JenHungWang/ECTI_Atopic_Dermatitis,0,TRUE,,Usage,,,,,"
## **Usage**
1. Execution via cross-platform executable GUI
    - Download [AD_Assessment_GUI.zip](https://huggingface.co/jenhung/ECTI_Assessment_GUI)
    - Run `AD_Assessment_GUI.exe`
    - Analysis results will be saved within the selected path in a folder titled `CNO_Detection`

2. Execution via python script
    - Install packages in terminal:
        ```    
        pip install -r requirements.txt
        ```
    - Run `AD_Assessment_GUI.py`
    - Analysis results will be saved within the selected path in a folder titled `CNO_Detection`",source,,to check the first method -- executable GUI?,
bio.tools.updated.latest,https://bio.tools/ecti_atopic_dermatitis,,,,https://github.com/JenHungWang/ECTI_Atopic_Dermatitis,0,TRUE,,Usage,,,,,2. Execution via python script,source,,,
bio.tools.updated.latest,https://bio.tools/artem,,,,https://github.com/david-bogdan-r/ARTEM,1,TRUE,,Installation,,,,,"Clone the GitHub repository by typing
    git clone https://github.com/david-bogdan-r/ARTEM.git",source,,,
bio.tools.updated.latest,https://bio.tools/squarna,,,,https://github.com/febos/SQUARNA,10,TRUE,Installation & Dependencies,,,,,,"Clone the GitHub repository by typing:

	git clone https://github.com/febos/SQUARNA
	
SQUARNA requires Python3 of at least 3.8 version along with
a (hopefully) arbitrary version of NumPy library. 

To use as a Python function:

	pip install SQUARNA",package_manager,,,
bio.tools.updated.latest,https://bio.tools/bdpn,,,,https://github.com/evolbioinfo/bdpn,1,TRUE,,Installation,,,,,"There are 4 alternative ways to run __bdpn__ on your computer: 
with [docker](https://www.docker.com/community-edition), 
[apptainer](https://apptainer.org/),
in Python3, or via command line (requires installation with Python3).",package_manager,,,
bio.tools.updated.latest,https://bio.tools/bdpn,,,,https://github.com/evolbioinfo/bdpn,1,TRUE,,Installation,"Run in python3 or command-line (for linux systems, recommended Ubuntu 21 or newer versions)",Basic usage in a command line,,,,source,,,
bio.tools.updated.latest,https://bio.tools/bdpn,,,,https://github.com/evolbioinfo/bdpn,1,TRUE,,Installation,Run with docker,Basic usage,,,,container,,,
bio.tools.updated.latest,https://bio.tools/bdpn,,,,https://github.com/evolbioinfo/bdpn,1,TRUE,,Installation,Run with apptainer,Basic usage,,,,,,,
acm.msr,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=120045&expand=all&AllField=Abstract%3A%28https%3A%2F%2Fgithub.com%2F%29&sortBy=cited,,,,https://github.com/DeepSoftwareAnalytics/LibDB,33,TRUE,,,Pre-requisites,,,,"Basic knowledge about Java Development, Springboot and Annotation Development.<br>
For example, if you use IDE like VScode or Idea, basic java development environment need to be installed such as `Java Extension Pack`, `MAVEN for JAVA`. It should be noted that we use Lombok Annotation and Springboot in code that may depend on extensions `Lombok Annotations Support` and `Spring Boot Tools` for IDE to debug or run. Besides, LibmagicJnaWrapper depends on libmagic to get file type, please install this library and modify the paths in LibmagicJnaWrapper.java. It can be easily installed using apt/brew command on Linux/MacOS.",,,I dont know,
acm.msr,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=120045&expand=all&AllField=Abstract%3A%28https%3A%2F%2Fgithub.com%2F%29&sortBy=cited,,,,https://github.com/DeepSoftwareAnalytics/LibDB,33,TRUE,,,Build artifact,,,,"Env:
- Java: Java 11.
- IntelliJ Idea. (We have found that the extractor artifact works well only under IntelliJ Idea to build the artifact. Tested successful under Windows IntelliJ Idea 2021.2) 

Steps:
1. Ghidra: 9.1.2. The file `ghidra.jar` is stored under `/user/lib/ghidra.jar` you should put it under `/featureExtractor/bcat_client/lib` first.
2. Open Idea, open project ""binary_lib_detection-main\featureExtractor"". Wait until indexing finish, if error occurs, try reopen/clean the project.
3. File -> Project Structure -> Project SDK, select Java SDK 11.
4. File -> Project Structure -> Artifacts -> ""+"" -> jar -> from modules with dependencies -> Module (""bcat_client"") -> Main Class (""ClientApplication"") -> JAR files from libraries (select `copy to the output directory and link via manifest`) 
    5. The jars will be generated at path: featureExtractor\out\artifacts\bcat_client_jar, with `bcat_client.jar` inside.",,,I dont know,
acm.msr,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=120045&expand=all&AllField=Abstract%3A%28https%3A%2F%2Fgithub.com%2F%29&sortBy=cited,,,,https://github.com/yrahul3910/code-smell-detection,5,FALSE,,,,,,,,,,,
acm.msr,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=120045&expand=all&AllField=Abstract%3A%28https%3A%2F%2Fgithub.com%2F%29&sortBy=cited,,,,https://github.com/microsoft/methods2test,130,FALSE,,,,,,,,,,,
acm.msr,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=120045&expand=all&AllField=Abstract%3A%28https%3A%2F%2Fgithub.com%2F%29&sortBy=cited,,,,https://github.com/ideas-labo/MSR2022-encoding-study,0,TRUE,Installation,,,,,," 1. Download all the files into the same folder.
 2. Install the specified version of python and tensorflow.
 3. Run Encoding.py and install all missing packages according to the runtime messages. ",source,,,
acm.msr,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=120045&expand=all&AllField=Abstract%3A%28https%3A%2F%2Fgithub.com%2F%29&sortBy=cited,,,,https://github.com/pridkett/gitminer-data-rails,0,FALSE,,,,,,,,,,,
acm.msr,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=120045&expand=all&AllField=Abstract%3A%28https%3A%2F%2Fgithub.com%2F%29&sortBy=cited,,,,https://github.com/unknowngithubuser1/data,0,FALSE,,,,,,,,,,,
acm.msr,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=120045&expand=all&AllField=Abstract%3A%28https%3A%2F%2Fgithub.com%2F%29&sortBy=cited,,,,https://github.com/SoftwareUnderstanding/inspect4py,27,TRUE,,Install,Preliminaries,,,,,,,,
acm.msr,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=120045&expand=all&AllField=Abstract%3A%28https%3A%2F%2Fgithub.com%2F%29&sortBy=cited,,,,https://github.com/SoftwareUnderstanding/inspect4py,27,TRUE,,Install,Python version,,,,,,,,
acm.msr,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=120045&expand=all&AllField=Abstract%3A%28https%3A%2F%2Fgithub.com%2F%29&sortBy=cited,,,,https://github.com/SoftwareUnderstanding/inspect4py,27,TRUE,,Install,Operative System,,,,,,,,
acm.msr,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=120045&expand=all&AllField=Abstract%3A%28https%3A%2F%2Fgithub.com%2F%29&sortBy=cited,,,,https://github.com/SoftwareUnderstanding/inspect4py,27,TRUE,,Install,Installation from pypi,,,,,package_manager,,,
acm.msr,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=120045&expand=all&AllField=Abstract%3A%28https%3A%2F%2Fgithub.com%2F%29&sortBy=cited,,,,https://github.com/SoftwareUnderstanding/inspect4py,27,TRUE,,Install,Installation from code,,,,,source,,,
acm.msr,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=120045&expand=all&AllField=Abstract%3A%28https%3A%2F%2Fgithub.com%2F%29&sortBy=cited,,,,https://github.com/SoftwareUnderstanding/inspect4py,27,TRUE,,Install,Package depenencies,,,,,,,,
acm.msr,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=120045&expand=all&AllField=Abstract%3A%28https%3A%2F%2Fgithub.com%2F%29&sortBy=cited,,,,https://github.com/SoftwareUnderstanding/inspect4py,27,TRUE,,Install,Installation through Docker,,,,,container,,,
acm.msr,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=120045&expand=all&AllField=Abstract%3A%28https%3A%2F%2Fgithub.com%2F%29&sortBy=cited,,,,https://github.com/Anonymous633671/STABILIZER,1,TRUE,,How to run,,,,,"each of the case studies (1) Defect Prediction Casse Study (2) Project Health Estimation Case Study
Assuming there are N projects we want to use as trining data, run the following commands sequentially -
### Defect Prediction:
1. python src/Birch_Bellwether.py N 
2. python src/calculate_comparisons.py N 
3. python src/Birch_Bellwether_v2.py
4. python src/Find_Bellwethers.py
5. python src/Final_Performance.py
6. python src/TCA.py
7. python src/TPTL.py
8. python src/TCA_test.py
9. python src/Stats.py

### Project Health Estimation:
1. python src/birch_bellwether_time.py N
2. python src/calculate_comparisons.py N
3. python src/attribute_selector.py
4. python src/birch_bellwether_p_CFS.py
5. python src/Find_bellwethers.py
6. python src/Performance_Calculator.py
7. python src/Stats_files.py

## Generating Results",source,,,
acm.msr,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=120045&expand=all&AllField=Abstract%3A%28https%3A%2F%2Fgithub.com%2F%29&sortBy=cited,,,,https://github.com/gitbugactions/gitbug-java,21,TRUE,,Setup GitBug-Java,,,,,"
Requirements:
- Python (Recommended 3.11)
- Poetry (Recommended 1.8 and higher)
- Docker (v20 or higher)
- If you are on Ubuntu/Debian, choose a system with GLIBC 2.32 or 2.34 as some of the dependencies require these versions (A docker image would not be suitable as it would require DinD). 

  For example you can create a virtual machine of ubuntu 21.10 (glibc 2.32). Here is a quick setup of an ubuntu VM:
  - Install multipass (allows to quickly create ubuntu VMs and works on Linux/Mac/Windows). Follow instructions here: https://multipass.run/docs/install-multipass.
  - create an ubuntu image (e.g, 280G in disk space, 16G in memory and 2 cpus): 
    ```bash
    multipass launch 21.10 --disk 280G --memory 16G --cpus 2
    ```
  - login the newly created VM
    ```bash
    multipass shell VM-NAME-PRINTED-LAST-STEP
    ```
  - install docker within the image and add the user to the docker group

Once the above requirements are satisfied within your system or the VM machine is created, clone this repository and execute the following steps:

1. Setup Python environment
    ```bash
    poetry shell
    poetry install --no-root
    ```

    **Note:** Poetry shell will attempt to create a new virtual environment. 
    However, if you are already inside a virtual environment, poetry will use the that environment.
    In such case, the subsequent commands would only work with a Python3.11 environment.

2. Add GitBug-Java and custom Act version to path
    ```bash
    export PATH=""$(pwd):$(pwd)/bin:$PATH""
    ```
    **Note:** The above command needs to be executed on every new shell instance
    
3. Run Setup (Installs Docker Image ~50GiB, downloads required dependencies ~80GiB). The downloadable data size is around 130GB. However, after unzipping files, the space taken goes up to 240GB (it goes down after deleting the zipped files).
    ```bash
    gitbug-java setup
    ```

**NOTE: Ensure that all `gitbug-java` commands are executed without using `sudo` to guarantee correct functionality.**",source,,to be confirmed,
acm.msr,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=120045&expand=all&AllField=Abstract%3A%28https%3A%2F%2Fgithub.com%2F%29&sortBy=cited,,,,https://github.com/JetBrains-Research/topias,4,TRUE,,How to use,,,,,"Just install plugin from official JetBrains repository, and it will find a VCS root in your Java project. If VCS root was not found, you could set it manually in plugin's settings (Settings -> Topias plugin settings).",plugin,,new method?,
acm.msr,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=120045&expand=all&AllField=Abstract%3A%28https%3A%2F%2Fgithub.com%2F%29&sortBy=cited,,,,https://github.com/ISE-Research/girt-model,5,TRUE,,,How to load model (local),,,,,package_manager,,transformers,
acm.msr,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=120045&expand=all&AllField=Abstract%3A%28https%3A%2F%2Fgithub.com%2F%29&sortBy=cited,,,,https://github.com/ISE-Research/girt-model,5,TRUE,,,UI (online),,,,"
This UI is designed to interact with GIRT-Model, it is also accessible in huggingface: https://huggingface.co/spaces/nafisehNik/girt-space
1. IRT input examples
2. metadata fields of IRT inputs
3. summary field of IRT inputs
4. model config
5. generated instruction based on the IRT inputs
6. generated IRT",,,,
acm.msr,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=120045&expand=all&AllField=Abstract%3A%28https%3A%2F%2Fgithub.com%2F%29&sortBy=cited,,,,https://github.com/PurdueDualityLab/PeaTMOSS-Artifact,3,TRUE,,How To Install,,,,,"To run the scripts in this project, you must install python 3.11 and SQLAlchemy v2.0 or greater.

These package can be installed using the `anaconda` environment manager
1. Install the latest version of anaconda from [here](https://www.anaconda.com/download)
1. run `conda env create -f environment.yml` to create the anaconda environment `PeaTMOSS`
1. Activate the environment using `conda activate PeaTMOSS`

Alternatively, you can navigate to each packages respective pages and install them.",source,,,
acm.msr,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=120045&expand=all&AllField=Abstract%3A%28https%3A%2F%2Fgithub.com%2F%29&sortBy=cited,,,,https://github.com/ISE-Research/DistilKaggle,,FALSE,,,,,,,,,,,
acm.msr,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=120045&expand=all&AllField=Abstract%3A%28https%3A%2F%2Fgithub.com%2F%29&sortBy=cited,,,,https://github.com/refactorings/anti-copy-paster,6,TRUE,,How To Install,,,,,"AntiCopyPaster requires IntelliJ IDEA version 2023.2 to work. To install the plugin:

1. Download the pre-built version of the plugin from 
   [here](https://sourceforge.net/projects/anti-copy-paster/files/latest/download).
2. Open IntelliJ IDEA and go to `File`/`Settings`/`Plugins`.
3. Select the gear icon, and choose `Install Plugin from Disk...`.
4. Choose the downloaded ZIP archive.
5. Click `Apply`.
6. Restart the IDE.",plugin,,,
acm.icse,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119230&expand=dl&AllField=Abstract%3A%28https%3A%2F%2Fgithub.com%2F%29&startPage=0&sortBy=cited,,,,https://github.com/mustafalail/TPV-Tool/tree/main,1,TRUE,,TPV Installation Instructions,,,,,"This repository contains a modified distribution of USE that includes our TPV plug-in. To install the tool, download the repository files as a zip folder and extract them in the desired install directory.

**Note: You must install the Java Runtime Environment in order to run USE**.",source,to be checked,,
acm.icse,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119230&expand=dl&AllField=Abstract%3A%28https%3A%2F%2Fgithub.com%2F%29&startPage=0&sortBy=cited,,,,https://github.com/LiamTodd/github-inclusifier,1,TRUE,,GitHubInclusifier source code,Front end,,,,"The front end is implemented with ReactJS, and can be started by running `npm start`.",package_manager,to be checked,,
acm.icse,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119230&expand=dl&AllField=Abstract%3A%28https%3A%2F%2Fgithub.com%2F%29&startPage=0&sortBy=cited,,,,https://github.com/LiamTodd/github-inclusifier,1,TRUE,,GitHubInclusifier source code,Back end,,,,"The back end is implemented with Django, and can be started by activating the virtual environment with `.\venv\Scipts\activate`, followed by `python ./backend/manage.py runserver`.",source,,,
acm.icse,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119230&expand=dl&AllField=Abstract%3A%28https%3A%2F%2Fgithub.com%2F%29&startPage=0&sortBy=cited,,,,https://github.com/saifarnab/code_review,1,TRUE,How to run:,,,,,,"- Required python version >= 3.8.10
'- Create virtual environment and activate venv in project
```shell script
$ python -m venv env
$ source venv/bin/activate
```",source,,,
acm.icse,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119230&expand=dl&AllField=Abstract%3A%28https%3A%2F%2Fgithub.com%2F%29&startPage=0&sortBy=cited,,,,https://github.com/X-lab2017/open-galaxy,27,TRUE,Install,,,,,,"Some packages in this repository are old, `Node 14` MUST be used to start the project. [nvm](https://github.com/nvm-sh/nvm) is recommended to manage multiple versions of `Node` in your machine.

```bash
git config --global url.""https://github.com/"".insteadOf git://github.com/ # one package uses a no longer supported url, this is a fix
git clone https://github.com/X-lab2017/open-galaxy.git
cd open-galaxy
yarn install
yarn start # This will start local development sever with auto-rebuild.
```",source,,,
acm.icse,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119230&expand=dl&AllField=Abstract%3A%28https%3A%2F%2Fgithub.com%2F%29&startPage=0&sortBy=cited,,,,https://github.com/FSoft-AI4Code/Dopamin,7,TRUE,,Set up,,,,,"lone Dopamin repo:
```
git clone https://github.com/FSoft-AI4Code/Dopamin.git
cd Dopamin
```

Python >= 3.8

Install requirements: ```pip install -r requirements.txt```

**Note:** We employ 2 NVIDIA A100 GPUs for training the model, configuring a batch size of 32 per GPU, thus the total batchsize is 64. However, replication may not be feasible when utilizing a single GPU with a batch size of 64.",source,,,
acm.icse,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119230&expand=dl&AllField=Abstract%3A%28https%3A%2F%2Fgithub.com%2F%29&startPage=0&sortBy=cited,,,,https://github.com/lunyiliu/LogPrompt,36,TRUE,,__ Installation,,,,,"```
$ pip install -r requirements.txt
```",source,,should we include usage?,
acm.icse,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119230&expand=dl&AllField=Abstract%3A%28https%3A%2F%2Fgithub.com%2F%29&startPage=0&sortBy=cited,,,,https://github.com/andrehora/spotflow,9,TRUE,,Install,,,,,"```
pip install spotflow
```",package_manager,,,
acm.icse,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119230&expand=dl&AllField=Abstract%3A%28https%3A%2F%2Fgithub.com%2F%29&startPage=0&sortBy=cited,,,,https://github.com/feifeiniu-se/RAT_Demo,0,TRUE,,How to run,,,,,"Requirements: JDK>=17

Download the ""xxx-jar-with-dependency.jar"" from: https://github.com/feifeiniu-se/RAT_Demo/releases/tag/release-v1.0.0

RAT is command line tool so far, it supports three types of commands:

```
> -a <git-repo-folder> -s <sqlite-file-path> # detects all code history

> -bc <git-repo-folder> <start-commit-sha1> <end-commit-sha1> -s <sqlite-file-path> # detects code history between start commit and end commit

> -c <git-repo-folder> <commit-sha1> -s <sqlite-file-path> #detects code history between last commit and this commit
```
""&lt; git-repo-folder &gt;"" defines the path of the local repository, ""&lt; sqlite-file-path &gt;"" indicates the path for saving the SQLite database.

Tip: SQLite is a lightweight database, which requires no server, users can read the data with python, or other interfaces.

For future we may support IDEs, Chrome extension...



Example for how to use in command _

```
> java -jar TraceabilityModel-1.0-SNAPSHOT-jar-with-dependencies.jar -bc C:\dataset\maven 698119ea0be74b3733fdcf49997a6bf46f160950 a15c47e27076ebfe87f4df881fe9173a7887ae50 -s D:\\tool\\database\\maven.sqlite3

> java -jar TraceabilityModel-1.0-SNAPSHOT-jar-with-dependencies.jar -bc C:\dataset\jitfine\ant-ivy 929363e121230286922d1ec3aaee21b2defba5b6 dbdf9d6c0534733bf98e14de914a337e133f0123 -s D:\\tool\\database\\ant-ivy.sqlite3

> java -jar TraceabilityModel-1.0-SNAPSHOT-jar-with-dependencies.jar -a C:\dataset\maven -s D:\\tool\\database\\maven.sqlite3

> java -jar TraceabilityModel-1.0-SNAPSHOT-jar-with-dependencies.jar -c C:\dataset\jitfine\archiva 8e757bd2a0faec0732b512ea1d4df1e082aea6ff -s D:\\tool\\database\\archiva.sqlite3
```

You can replace the path of git repository, start hash code, end hash code and the path of sqlite file.

The following are the github URLs in the example_

https://github.com/apache/ant-ivy

https://github.com/apache/maven

https://github.com/apache/archiva",binary, ,,
acm.icse,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119230&expand=dl&AllField=Abstract%3A%28https%3A%2F%2Fgithub.com%2F%29&startPage=0&sortBy=cited,,,,https://github.com/hypertrons/hypertrons-crx,344,TRUE,,Install,,,,,"<img src=""https://raw.githubusercontent.com/alrra/browser-logos/90fdf03c/src/chrome/chrome.svg"" width=""48"" alt=""Chrome"" valign=""middle""> [Click here to install Chrome extension](https://chrome.google.com/webstore/detail/hypercrx/ijchfbpdgeljmhnhokmekkecpbdkgabc)

<img src=""https://raw.githubusercontent.com/alrra/browser-logos/90fdf03c/src/edge/edge.svg"" width=""48"" alt=""Edge"" valign=""middle""> [Click here to install Edge extension](https://microsoftedge.microsoft.com/addons/detail/hypercrx/lbbajaehiibofpconjgdjonmkidpcome)

For more information please refer to [Installation Guide](./INSTALLATION.md).",,,to check the installation.md,
acm.icse,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119230&expand=dl&AllField=Abstract%3A%28https%3A%2F%2Fgithub.com%2F%29&startPage=0&sortBy=cited,,,,https://github.com/TSUMahmud/apicia,2,TRUE,,How to run,,,,,"- If you do not have the requirements installed in python: run ""pip install -r requirements.txt"" to install all the requirements
'- Within the app, first identify the folder where the app code and the tests are localized, i.e., ""android/src/main/java/"" and android/src/test/java/"", where the Jacoco store its coverage reports, i.e., ""android/build/reports/jacoco/jacocoUnitTestReport/html/"" and the targetSDKVersion of the app which is 26 for this app.
'- To run: ""python apicia.py <--app path--> <--source code path--> <--test path--> <--Jacoco report path--> <--current targetSDKVersion--> <--new targetSDKVersion-->"", i.e., ""python apicia.py example/FAST/ android/src/main/java android/src/test/java android/build/reports/jacoco/jacocoUnitTestReport/html/ 26 32""
'- The output will be shown in the console as well as saved in the ""apicia_output.txt"" file.",source,,,
acm.icse,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119230&expand=dl&AllField=Abstract%3A%28https%3A%2F%2Fgithub.com%2F%29&startPage=0&sortBy=cited,,,,https://github.com/Trusted-AI-in-System-Test,,FALSE,,,,,,,,,,,
acm.icse,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119230&expand=dl&AllField=Abstract%3A%28https%3A%2F%2Fgithub.com%2F%29&startPage=0&sortBy=cited,,,,https://github.com/jpmorganchase/api-miner,10,TRUE,,Quick Setup,1) Clone API-Miner into your local system,,,,,source,,,
acm.icse,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119230&expand=dl&AllField=Abstract%3A%28https%3A%2F%2Fgithub.com%2F%29&startPage=0&sortBy=cited,,,,https://github.com/jpmorganchase/api-miner,10,TRUE,,,2) Load your dataset,,,,,source,,,
acm.icse,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119230&expand=dl&AllField=Abstract%3A%28https%3A%2F%2Fgithub.com%2F%29&startPage=0&sortBy=cited,,,,https://github.com/jpmorganchase/api-miner,10,TRUE,,,3) Set up your environment,,,,,source,,,
acm.icse,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119230&expand=dl&AllField=Abstract%3A%28https%3A%2F%2Fgithub.com%2F%29&startPage=0&sortBy=cited,,,,https://github.com/bugswarm/actions-remaker,2,TRUE,,,Installation,,,,"1. Clone the repository
    ```shell
    ~$ git clone https://github.com/BugSwarm/actions-remaker
    ~$ cd actions-remaker
    ```

2. Create and activate a Python virtual environment
    ```shell
    ~/actions-remaker$ virtualenv -p python3.8 venv
    ~/actions-remaker$ . venv/bin/activate
    ```

3. Add personal access token to credentials
   - Open `bugswarm/common/credentials.py`
   - Replace `GITHUB_TOKENS = []` with `GITHUB_TOKENS = ['my_personal_token']`


4. Install dependencies
    ```shell
    (venv) ~/actions-remaker$ pip install -e .
    ```",source,,,
acm.icse,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119230&expand=dl&AllField=Abstract%3A%28https%3A%2F%2Fgithub.com%2F%29&startPage=0&sortBy=cited,,,,https://github.com/SERG-Delft/testknight,10,TRUE,,Running Instructions,Running the Plugin,Running from within IntelliJ,,,,plugin,,t0 be checked,
acm.icse,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119230&expand=dl&AllField=Abstract%3A%28https%3A%2F%2Fgithub.com%2F%29&startPage=0&sortBy=cited,,,,https://github.com/SERG-Delft/testknight,10,TRUE,,Running Instructions, Running the Server,,,,,package_manager,,t0 be checked,
